,Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
7975,Casa de Vila;Jardim Botânico;2;0;1;50;3000;65;118
7976,Apartamento;Leblon;3;1;0;98;3500;1240;164
7977,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1500;923;223
7978,Casa de Condomínio;Jacarepaguá;3;5;2;250;4000;250;348
7979,Apartamento;Leblon;3;2;2;260;28000;4500;800
7980,Casa;Barra da Tijuca;5;3;5;615;18000;2300;
7981,Apartamento;Ipanema;1;0;1;40;3300;470;102
7982,Apartamento;Recreio dos Bandeirantes;2;2;2;79;1500;1002;
7983,Apartamento;Tijuca;1;1;0;60;1400;600;92
7984,Apartamento;Barra da Tijuca;3;2;1;126;5000;1800;3000
7985,Conjunto Comercial/Sala;Centro;0;1;0;300;9900;3339;1430
7986,Conjunto Comercial/Sala;Campo Grande;0;0;0;15;800;200;
7987,Loja/Salão;Taquara;0;1;0;107;6000;293;1746
7988,Apartamento;Barra da Tijuca;4;3;4;233;10000;3200;
7989,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;55;1200;1035;191
7990,Loja/Salão;Bonsucesso;0;0;0;56;1500;;77
7991,Casa Comercial;Bonsucesso;3;0;0;67;1600;;
7992,Conjunto Comercial/Sala;Centro;0;0;0;30;1300;1000;70
7993,Casa;Campo Grande;2;1;0;80;1215;;
7994,Loja/Salão;Taquara;0;1;0;82;5200;;
7995,Apartamento;Leblon;2;1;1;92;4500;1500;1000
7996,Loja/Salão;Madureira;0;0;0;60;4500;1560;391
7997,Flat;Ipanema;2;1;1;87;10000;3400;1200
7998,Apartamento;Ipanema;1;0;0;32;1300;645;99
7999,Apartamento;Recreio dos Bandeirantes;4;1;4;234;3800;1180;530
8000,Casa;Engenho Novo;2;0;0;60;550;;
8001,Conjunto Comercial/Sala;Centro;0;0;0;42;1000;1065;164
8002,Quitinete;Copacabana;1;0;0;45;1700;442;57
8003,Apartamento;Tijuca;1;1;0;40;1250;446;16
8004,Conjunto Comercial/Sala;Botafogo;0;3;0;100;7000;2694;1950
8005,Apartamento;Recreio dos Bandeirantes;2;1;1;107;3500;650;
8006,Apartamento;Barra da Tijuca;4;3;4;266;12000;3700;692
8007,Conjunto Comercial/Sala;Centro;0;0;0;220;7000;8700;
8008,Apartamento;Recreio dos Bandeirantes;2;1;1;70;2300;775;
8009,Apartamento;Barra da Tijuca;3;1;1;87;1900;1302;
8010,Apartamento;Botafogo;2;1;2;80;4800;1220;299
8011,Galpão/Depósito/Armazém;Vargem Pequena;0;10;0;2000;25000;;4000
8012,Apartamento;Copacabana;3;1;1;190;8500;1300;324
8013,Casa;Vicente de Carvalho;1;0;1;50;1000;;
8014,Apartamento;Lagoa;4;2;1;200;7000;1557;
8015,Apartamento;Barra da Tijuca;3;2;1;140;4500;1587;357
8016,Apartamento;Ipanema;3;2;1;170;6300;2200;387
8017,Apartamento;Rio Comprido;2;0;1;50;2200;;200
8018,Apartamento;Barra da Tijuca;4;4;4;240;17000;5000;2000
8019,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;39;1600;1435;288
8020,Casa;Vaz Lobo;2;1;0;90;1500;;
8021,Apartamento;Barra da Tijuca;3;1;1;82;2500;1230;269
8022,Apartamento;Engenho Novo;2;0;0;60;900;400;170
8023,Apartamento;Barra da Tijuca;3;2;0;157;6500;1960;8982
8024,Apartamento;Portuguesa;3;0;1;106;1800;650;
8025,Conjunto Comercial/Sala;Copacabana;0;0;0;36;1200;706;213
8026,Conjunto Comercial/Sala;Jabour;0;0;0;30;870;;
8027,Apartamento;Barra da Tijuca;4;3;4;237;8500;3500;400
8028,Apartamento;Jardim Botânico;2;1;1;79;3000;1447;225
8029,Terreno Padrão;Campo Grande;0;0;0;300;10000;;
8030,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;2500;530;
8031,Apartamento;Ipanema;1;0;1;55;2790;420;90
8032,Apartamento;Campo Grande;2;0;0;55;900;350;
8033,Loja/Salão;Centro;0;40;0;820;9800;;
8034,Apartamento;Vista Alegre;2;0;0;37;1100;;
8035,Conjunto Comercial/Sala;Santo Cristo;0;0;0;300;9000;3000;
8036,Apartamento;Barra da Tijuca;3;2;1;150;3600;1005;382
8037,Apartamento;Campo Grande;1;0;0;50;439;;
8038,Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200;1128;196
8039,Conjunto Comercial/Sala;Centro;0;0;0;33;600;465;
8040,Apartamento;Vila da Penha;2;1;0;85;1100;300;
8041,Apartamento;Barra da Tijuca;2;1;0;71;1600;1204;212
8042,Apartamento;Pechincha;2;1;0;78;1100;570;18
8043,Apartamento;Leme;2;0;1;86;4000;777;
8044,Apartamento;Jacarepaguá;3;1;1;70;1600;650;120
8045,Apartamento;Barra da Tijuca;2;2;1;100;5500;2200;300
8046,Loja/Salão;Barra da Tijuca;0;0;0;46;2200;2740;
8047,Apartamento;Praça da Bandeira;1;0;0;30;800;355;25
8048,Apartamento;Ipanema;4;2;2;300;16000;2100;498
8049,Apartamento;Recreio dos Bandeirantes;2;1;1;76;1800;811;120
8050,Loja Shopping/ Ct Comercial;Leblon;0;7;0;1600;330000;10000;
8051,Casa;Campo Grande;2;1;0;80;1290;;
8052,Apartamento;Leblon;3;1;1;150;6700;1900;3500
8053,Loja/Salão;Recreio dos Bandeirantes;0;1;0;113;5000;345;
8054,Loja/Salão;Copacabana;0;0;0;190;40000;2300;
8055,Apartamento;Urca;3;1;1;120;4300;2478;343
8056,Apartamento;Santa Teresa;3;1;0;148;2600;1430;
8057,Apartamento;Leblon;3;3;2;240;20000;3890;890
8058,Apartamento;Barra da Tijuca;4;2;2;115;3900;129880;358
8059,Conjunto Comercial/Sala;Centro;0;0;0;32;700;1250;84
8060,Apartamento;Barra da Tijuca;2;1;1;82;2100;1350;1100
8061,Apartamento;Lagoa;2;1;0;72;3400;1430;230
8062,Apartamento;Copacabana;3;1;1;200;4792;2800;208
8063,Apartamento;Copacabana;2;0;0;79;3000;933;142
8064,Apartamento;Barra da Tijuca;3;2;1;77;1700;1200;2031
8065,Apartamento;Jacarepaguá;3;1;2;73;1700;650;61
8066,Conjunto Comercial/Sala;Centro;0;2;0;629;31450;16932;2710
8067,Prédio Inteiro;Centro;0;90;0;7774;505310;;
8068,Conjunto Comercial/Sala;Cinelândia;0;1;0;192;6000;4100;1037
8069,Apartamento;Copacabana;3;1;1;110;8000;1100;390
8070,Apartamento;Leblon;2;1;1;93;5000;1400;2500
8071,Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;241;4000;900;
8072,Casa Comercial;Glória;0;0;0;301;39000;;452
8073,Apartamento;Anil;2;1;0;56;1200;348;12
8074,Apartamento;Jardim Botânico;2;2;1;83;3500;1630;254
8075,Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000;575;65
8076,Casa Comercial;Humaitá;0;0;0;220;16000;;
8077,Flat;Barra da Tijuca;1;1;0;55;2000;3080;560
8078,Casa Comercial;Glória;0;2;0;461;55400;9696;692
8079,Apartamento;Méier;2;1;0;78;1300;390;33
8080,Apartamento;Recreio dos Bandeirantes;4;2;3;122;2300;1330;257
8081,Conjunto Comercial/Sala;Recreio dos Bandeirantes;1;1;1;30;1200;300;112
8082,Galpão/Depósito/Armazém;Santa Cruz;0;0;0;2000;30000;;262
8083,Apartamento;Tijuca;2;1;0;76;2100;1033;124
8084,Conjunto Comercial/Sala;Centro;0;0;0;969;50000;23257;
8085,Apartamento;Pechincha;1;0;0;60;1100;347;55
8086,Apartamento;Barra da Tijuca;1;1;0;60;2100;3079;
8087,Apartamento;Ipanema;5;1;3;426;25000;3200;441
8088,Apartamento;Barra da Tijuca;3;1;1;96;3000;1230;100
8089,Apartamento;Barra da Tijuca;4;3;4;266;15000;3700;6920
8090,Apartamento;Cachambi;2;1;0;65;800;410;
8091,Apartamento;Flamengo;2;0;0;80;3000;785;141
8092,Apartamento;Ipanema;4;0;2;398;30000;6000;
8093,Apartamento;Grajaú;3;1;1;122;2250;1045;
8094,Apartamento;Lagoa;3;2;1;247;7000;1500;6438
8095,Apartamento;Jacarepaguá;2;1;0;41;1100;550;
8096,Casa de Condomínio;Barra da Tijuca;4;3;2;260;8000;900;530
8097,Apartamento;Leme;1;0;0;50;2100;425;26
8098,Conjunto Comercial/Sala;Centro;0;0;0;20;600;420;123
8099,Apartamento;Cachambi;2;1;0;59;1300;655;36
8100,Flat;Ipanema;1;1;1;54;2600;2200;200
8101,Apartamento;Campo Grande;2;1;0;48;720;;
8102,Loft;Barra da Tijuca;1;1;1;60;2000;1350;200
8103,Apartamento;Barra da Tijuca;4;2;2;160;3900;2200;600
8104,Apartamento;Barra da Tijuca;3;2;1;108;4500;1764;6874
8105,Apartamento;Ipanema;3;3;2;270;18000;2640;833
8106,Apartamento;Santa Teresa;1;0;1;55;2490;520;95
8107,Casa de Condomínio;Barra da Tijuca;4;0;1;265;12000;870;5232
8108,Apartamento;São Conrado;2;1;1;100;2300;1050;170
8109,Quitinete;Centro;1;0;0;18;950;397;24
8110,Loja/Salão;Senador Vasconcelos;0;0;0;40;1000;;
8111,Conjunto Comercial/Sala;Ipanema;0;1;0;30;2200;1000;200
8112,Conjunto Comercial/Sala;Flamengo;0;32;0;2361;212544;74863;
8113,Apartamento;Barra da Tijuca;1;1;1;90;2350;1300;273
8114,Quitinete;Botafogo;1;0;1;21;1600;375;242
8115,Apartamento;Laranjeiras;1;0;0;49;1800;392;25
8116,Apartamento;Leme;3;1;0;103;3000;1080;222
8117,Apartamento;Cachambi;1;0;0;40;800;150;
8118,Conjunto Comercial/Sala;Centro;0;0;0;200;18000;4312;1218
8119,Apartamento;Estácio;2;0;0;63;1200;624;
8120,Casa de Vila;Engenho Novo;2;0;0;61;1000;;
8121,Apartamento;Barra da Tijuca;2;2;2;75;4500;1930;
8122,Apartamento;Copacabana;2;2;0;106;3200;900;150
8123,Apartamento;Botafogo;1;0;0;35;1300;439;23
8124,Apartamento;São Francisco Xavier;2;1;0;55;1300;439;14
8125,Apartamento;Ipanema;3;1;1;140;8500;2250;513
8126,Conjunto Comercial/Sala;Del Castilho;0;2;0;57;2900;850;
8127,Apartamento;Pechincha;2;1;0;50;1100;575;36
8128,Conjunto Comercial/Sala;Centro;0;0;0;350;8000;4350;1811
8129,Apartamento;Jardim Botânico;3;1;1;200;5900;1100;450
8130,Quitinete;Botafogo;1;0;0;18;1200;456;25
8131,Flat;Ipanema;2;2;2;85;7000;1600;1200
8132,Apartamento;Tijuca;4;2;1;125;2950;1530;197
8133,Quitinete;Grajaú;1;0;0;40;900;250;10
8134,Apartamento;Tijuca;3;1;1;120;1800;1188;170
8135,Flat;Barra da Tijuca;1;1;0;48;3400;1200;330
8136,Apartamento;Barra da Tijuca;4;3;2;263;10000;2589;62
8137,Apartamento;Realengo;2;1;0;52;700;390;
8138,Apartamento;Cachambi;2;0;0;75;900;200;
8139,Apartamento;Ipanema;5;2;2;290;17000;1908;773
8140,Conjunto Comercial/Sala;Centro;0;0;0;600;38000;10957;2703
8141,Prédio Inteiro;Rio Comprido;0;0;0;3000;30000;;
8142,Apartamento;Olaria;2;0;0;55;750;90;
8143,Apartamento;Recreio dos Bandeirantes;2;1;1;108;1600;708;
8144,Conjunto Comercial/Sala;Centro;0;0;0;120;2000;440;640
8145,Loja Shopping/ Ct Comercial;Barra da Tijuca;0;3;0;100;2000;2500;1700
8146,Apartamento;Barra da Tijuca;3;2;1;107;3500;1850;340
8147,Conjunto Comercial/Sala;Campo Grande;0;0;70;54;1200;400;
8148,Quitinete;Centro;1;0;0;25;1750;;
8149,Apartamento;Recreio dos Bandeirantes;2;2;1;82;1990;700;184
8150,Conjunto Comercial/Sala;Centro;0;0;0;526;29000;17000;289
8151,Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000;676;131
8152,Apartamento;Recreio dos Bandeirantes;4;2;2;153;2000;1414;352
8153,Casa de Condomínio;Taquara;4;4;2;680;4500;400;300
8154,Apartamento;Ipanema;5;1;4;354;25000;4419;2200
8155,Apartamento;Barra da Tijuca;3;1;0;72;2200;600;
8156,Apartamento;Grajaú;1;0;1;50;1500;20;50
8157,Apartamento;Barra da Tijuca;1;0;0;65;2800;903;
8158,Loja/Salão;Campo Grande;0;0;0;50;2500;;
8159,Conjunto Comercial/Sala;Centro;0;0;0;30;1200;722;111
8160,Apartamento;Copacabana;3;1;1;180;5000;2800;339
8161,Apartamento;Barra da Tijuca;2;1;2;94;2200;950;240
8162,Loja/Salão;Senador Vasconcelos;0;0;0;50;2000;;
8163,Apartamento;Freguesia (Jacarepaguá);3;2;2;120;1800;1107;190
8164,Flat;Copacabana;2;1;0;80;2000;1800;200
8165,Apartamento;Grajaú;3;1;1;85;1450;407;
8166,Conjunto Comercial/Sala;São Conrado;0;1;0;35;1700;910;15
8167,Apartamento;Taquara;3;1;0;55;900;330;15
8168,Conjunto Comercial/Sala;Centro;0;0;0;120;4800;1750;494
8169,Apartamento;Vila Valqueire;2;0;0;60;800;330;14
8170,Apartamento;Tijuca;2;0;0;60;1200;350;
8171,Flat;Lagoa;1;1;0;55;2800;1700;300
8172,Apartamento;Recreio dos Bandeirantes;2;1;1;97;1800;1100;140
8173,Apartamento;Méier;2;1;0;65;1200;465;
8174,Conjunto Comercial/Sala;Centro;0;0;0;62;1600;1146;268
8175,Conjunto Comercial/Sala;Ipanema;0;0;0;30;1800;1000;200
8176,Casa Comercial;Catete;0;0;0;492;35000;;
8177,Apartamento;Ipanema;4;2;2;240;16000;3718;1476
8178,Apartamento;Tomás Coelho;2;1;0;50;650;228;
8179,Apartamento;Glória;1;0;0;30;1100;361;24
8180,Apartamento;Ipanema;3;1;2;135;7000;1300;493
8181,Quitinete;Flamengo;1;0;0;22;1400;480;53
8182,Apartamento;Flamengo;2;1;2;87;5000;1400;435
8183,Apartamento;Centro;2;0;0;60;1500;500;130
8184,Conjunto Comercial/Sala;Largo do Machado;0;0;0;32;1000;560;165
8185,Apartamento;Recreio dos Bandeirantes;3;2;3;167;3000;1150;354
8186,Apartamento;Barra da Tijuca;3;2;1;113;2800;1550;180
8187,Loja/Salão;Copacabana;0;0;0;102;9000;700;910
8188,Casa de Condomínio;Anil;3;1;1;405;4200;700;388
8189,Apartamento;Jardim Botânico;2;1;0;70;3000;1283;193
8190,Apartamento;Botafogo;2;1;1;79;4350;1100;244
8191,Apartamento;Laranjeiras;4;1;2;170;5200;1100;280
8192,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;499;796;112
8193,Apartamento;Ilha do Governador;2;1;0;48;1100;395;24
8194,Quitinete;Glória;1;0;0;35;1100;495;
8195,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;79;1700;530;
8196,Conjunto Comercial/Sala;Botafogo;0;2;0;220;20000;5600;1300
8197,Flat;Arpoador;2;2;2;83;6250;3465;350
8198,Apartamento;Leme;3;1;1;197;7500;1970;
8199,Apartamento;Copacabana;4;0;0;160;5500;1700;230
8200,Casa de Condomínio;Barra da Tijuca;4;3;4;600;15000;2200;1000
8201,Apartamento;Laranjeiras;3;1;1;127;2500;962;
8202,Apartamento;São Conrado;2;2;1;96;3500;1000;200
8203,Apartamento;Tijuca;3;0;0;90;1800;873;75
8204,Quitinete;Estácio;1;0;0;18;600;150;25
8205,Apartamento;Barra da Tijuca;1;1;0;58;1700;1100;
8206,Conjunto Comercial/Sala;Tijuca;0;1;0;45;1400;2000;190
8207,Apartamento;Maracanã;2;0;0;60;950;620;20
8208,Casa;Inhoaíba;1;0;0;50;600;;
8209,Apartamento;Barra da Tijuca;3;2;1;130;5500;1750;410
8210,Apartamento;Copacabana;4;1;1;274;8000;1746;7077
8211,Apartamento;Ipanema;3;3;2;200;16000;3100;694
8212,Apartamento;Copacabana;1;0;0;42;1400;650;50
8213,Conjunto Comercial/Sala;Centro;0;0;0;201;8800;1909;
8214,Galpão/Depósito/Armazém;Riachuelo;0;0;0;1200;10000;;
8215,Casa Comercial;Botafogo;0;8;0;465;26000;;3545
8216,Apartamento;Copacabana;2;1;1;115;4500;1150;284
8217,Apartamento;Laranjeiras;3;1;1;143;4800;1600;213
8218,Apartamento;Lapa;1;0;0;45;1500;500;180
8219,Galpão/Depósito/Armazém;São Cristóvão;0;2;0;900;20000;3711;3880
8220,Apartamento;Guadalupe;2;1;0;40;600;293;53
8221,Apartamento;Barra da Tijuca;3;2;3;145;3700;1800;350
8222,Galpão/Depósito/Armazém;Bonsucesso;0;0;0;487;9000;;1270
8223,Flat;Leblon;2;1;1;75;6000;2280;129
8224,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1800;947;183
8225,Apartamento;Leblon;4;2;4;304;12500;2710;1154
8226,Galpão/Depósito/Armazém;Manguinhos;0;0;0;600;6000;;
8227,Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;102;6000;3600;560
8228,Apartamento;Recreio dos Bandeirantes;3;2;2;180;3000;1109;439
8229,Conjunto Comercial/Sala;Centro;0;0;0;35;900;322;
8230,Galpão/Depósito/Armazém;Maria da Graça;0;0;0;1000;9800;;63
8231,Apartamento;Tijuca;4;2;1;188;2000;2000;309
8232,Apartamento;Campo Grande;2;0;0;50;600;;
8233,Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;67;1200;3004;496
8234,Apartamento;São Conrado;3;3;1;240;5200;3400;
8235,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;29;860;472;249
8236,Apartamento;Barra da Tijuca;1;1;0;65;3000;1603;
8237,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1100;581;56
8238,Apartamento;Leblon;3;0;3;130;13500;2266;600
8239,Casa de Condomínio;Barra da Tijuca;5;4;4;622;10000;1390;1514
8240,Apartamento;Barra da Tijuca;4;3;2;215;13700;3580;540
8241,Apartamento;Copacabana;3;1;1;130;6000;1000;
8242,Conjunto Comercial/Sala;Botafogo;0;1;0;45;2800;500;150
8243,Apartamento;Copacabana;1;0;0;35;2300;;
8244,Loja/Salão;Leme;0;0;0;240;25000;;
8245,Apartamento;Laranjeiras;3;1;1;130;4200;1600;241
8246,Conjunto Comercial/Sala;Centro;0;0;0;680;10000;4800;
8247,Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;29;900;1009;
8248,Apartamento;Ipanema;2;2;1;130;16500;1530;900
8249,Apartamento;Humaitá;2;1;0;75;3000;950;
8250,Apartamento;Tijuca;2;0;0;67;1800;;24
8251,Apartamento;Flamengo;3;1;0;165;5500;1550;350
8252,Apartamento;Lagoa;3;3;3;227;14000;3675;
8253,Apartamento;Barra da Tijuca;4;3;4;290;15000;3200;620
8254,Prédio Inteiro;Centro;0;0;0;630;11000;;2304
8255,Apartamento;Barra da Tijuca;4;2;1;130;3300;2185;300
8256,Conjunto Comercial/Sala;Barra da Tijuca;0;38;0;1290;60000;30200;
8257,Apartamento;Centro;1;0;0;40;1500;400;24
8258,Conjunto Comercial/Sala;Del Castilho;0;0;0;29;250000;778;735
8259,Apartamento;Jardim Botânico;3;0;0;67;2500;686;
8260,Apartamento;Barra da Tijuca;2;1;1;100;3000;800;
8261,Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;240;4200;1500;360
8262,Loja/Salão;Recreio dos Bandeirantes;0;1;0;59;5000;300;
8263,Apartamento;Ipanema;3;1;1;120;7000;1800;370
8264,Apartamento;Méier;2;0;0;46;800;507;13
8265,Apartamento;Ipanema;4;2;2;220;15000;1900;508
8266,Apartamento;Ipanema;2;1;0;180;14000;2500;1000
8267,Apartamento;Rio Comprido;1;1;0;40;1200;352;340
8268,Loja/Salão;Barra da Tijuca;0;3;0;472;58000;7810;7785
8269,Apartamento;Tijuca;2;1;0;112;1800;335;134
8270,Apartamento;Copacabana;3;1;1;140;5000;1450;
8271,Conjunto Comercial/Sala;Centro;0;0;0;97;800;300;131
8272,Apartamento;Copacabana;1;0;1;35;1800;560;68
8273,Apartamento;Gávea;2;0;1;146;4000;617;
8274,Apartamento;Barra da Tijuca;4;2;0;145;3500;2366;470
8275,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;90;6500;2279;599
8276,Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;367;25700;10223;9764
8277,Conjunto Comercial/Sala;Centro;0;0;0;80;3000;2855;218
8278,Apartamento;Leblon;2;1;0;68;3500;1000;130
8279,Apartamento;Lagoa;3;3;3;265;19000;3800;1416
8280,Apartamento;Barra da Tijuca;4;3;2;480;24991;;
8281,Apartamento;Leblon;3;2;1;170;8000;2000;450
8282,Apartamento;Ramos;2;1;0;54;1100;230;
8283,Conjunto Comercial/Sala;Centro;0;0;0;40;980;640;198
8284,Apartamento;Jardim Botânico;2;0;0;50;2100;812;
8285,Loja/Salão;Tijuca;0;0;0;47;4800;240;3900
8286,Loja/Salão;São Cristóvão;0;0;0;260;9000;;
8287,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;100;3000;2230;
8288,Quitinete;Copacabana;1;0;0;30;1000;488;54
8289,Apartamento;São Conrado;1;2;1;105;6500;2014;629
8290,Conjunto Comercial/Sala;Centro;0;0;0;379;15160;5613;1843
8291,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1700;1090;290
8292,Conjunto Comercial/Sala;Centro;0;0;0;219;10000;3920;1218
8293,Conjunto Comercial/Sala;Centro;0;0;0;25;300;650;80
8294,Casa;Barra da Tijuca;5;5;0;341;8200;;794
8295,Apartamento;Recreio dos Bandeirantes;3;2;2;140;3000;1480;190
8296,Conjunto Comercial/Sala;Centro;0;0;0;245;25000;8570;
8297,Apartamento;Botafogo;3;1;0;109;3000;1094;174
8298,Apartamento;Botafogo;1;0;0;37;1500;400;53
8299,Loja Shopping/ Ct Comercial;Gávea;0;0;0;42;10800;5190;1700
8300,Prédio Inteiro;Santo Cristo;0;0;0;800;5500;;
8301,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;2000;1116;244
8302,Conjunto Comercial/Sala;Tijuca;0;0;0;40;1200;510;182
8303,Studio;Santa Teresa;1;1;0;25;1600;600;90
8304,Apartamento;Vila Isabel;2;1;0;65;1800;750;
8305,Apartamento;Jacarepaguá;2;0;1;73;1000;543;58
8306,Apartamento;Tanque;3;2;2;91;1200;525;106
8307,Apartamento;Olaria;2;1;0;74;900;605;
8308,Casa de Vila;Padre Miguel;2;0;0;50;870;;2
8309,Apartamento;Copacabana;2;0;1;78;3000;;
8310,Apartamento;Barra da Tijuca;3;2;1;100;2200;1600;350
8311,Apartamento;Flamengo;4;1;0;250;5300;2200;701
8312,Apartamento;Campo Grande;2;1;0;47;600;330;
8313,Casa de Condomínio;Taquara;4;4;4;300;5000;690;
8314,Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;56;2300;566;323
8315,Apartamento;Maracanã;2;0;0;64;1300;460;
8316,Conjunto Comercial/Sala;Barra da Tijuca;0;8;0;250;14750;10068;
8317,Apartamento;Ipanema;3;1;1;127;7000;1048;294
8318,Apartamento;Recreio dos Bandeirantes;3;1;1;75;3200;1000;110
8319,Apartamento;Jardim Botânico;3;1;1;105;3800;1015;238
8320,Casa de Condomínio;Taquara;4;3;4;320;5000;690;
8321,Apartamento;Recreio dos Bandeirantes;3;3;3;120;3000;778;298
8322,Apartamento;Ipanema;2;2;1;130;16500;1500;900
8323,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;2200;795;250
8324,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1500;1224;245
8325,Galpão/Depósito/Armazém;Santo Cristo;0;0;0;1500;22000;;1390
8326,Apartamento;Copacabana;2;0;0;80;2000;800;150
8327,Apartamento;Barra da Tijuca;3;2;1;140;3000;2300;421
8328,Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;500;256425;112827;2153
8329,Apartamento;Barra da Tijuca;3;2;3;120;5300;2500;783
8330,Apartamento;Leblon;3;1;2;110;13700;1275;290
8331,Apartamento;Recreio dos Bandeirantes;2;1;0;94;1500;1045;
8332,Apartamento;Leblon;4;3;4;305;28000;5300;200
8333,Apartamento;Barra da Tijuca;4;0;2;153;3515;2100;2500
8334,Apartamento;Botafogo;1;0;0;36;1300;616;57
8335,Apartamento;Barra da Tijuca;2;2;1;105;5800;2100;
8336,Apartamento;Botafogo;3;2;1;140;5000;1500;424
8337,Casa de Condomínio;Cosme Velho;4;3;1;379;15000;1100;536
8338,Apartamento;Tijuca;2;1;0;75;2000;590;75
8339,Apartamento;Taquara;2;1;1;120;2320;540;350
8340,Apartamento;Jacarepaguá;2;0;0;55;1200;530;
8341,Loja/Salão;Barra da Tijuca;0;1;0;76;2500;;1894
8342,Apartamento;Barra da Tijuca;3;3;1;270;8000;3000;530
8343,Apartamento;Campo Grande;2;1;0;45;750;75;
8344,Loja/Salão;Centro;0;0;0;30;360;398;83
8345,Quitinete;Botafogo;1;0;0;18;1000;436;25
8346,Apartamento;Barra da Tijuca;4;3;4;340;15000;1600;1000
8347,Loja/Salão;Recreio dos Bandeirantes;0;1;0;330;13000;;1000
8348,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;350;605;
8349,Apartamento;Recreio dos Bandeirantes;3;0;0;85;2600;850;
8350,Apartamento;Copacabana;1;0;0;60;2300;550;86
8351,Apartamento;Maracanã;2;0;0;58;1500;550;
8352,Apartamento;Ipanema;2;1;0;108;3500;1149;3184
8353,Apartamento;Lagoa;3;2;2;222;9000;4720;980
8354,Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;20;700;400;
8355,Apartamento;Ipanema;1;1;1;74;6500;3561;465
8356,Casa de Condomínio;Vargem Grande;3;3;1;150;2500;150;
8357,Loja/Salão;Barra da Tijuca;0;1;0;160;2000;3200;
8358,Casa;Glória;5;0;3;265;8400;;
8359,Conjunto Comercial/Sala;Tijuca;0;1;0;54;1500;1255;
8360,Apartamento;Centro;1;0;0;45;2000;633;779
8361,Apartamento;Barra da Tijuca;3;2;2;113;3200;1500;339
8362,Apartamento;Ipanema;2;0;0;70;2500;667;128
8363,Apartamento;Bonsucesso;3;0;1;82;1500;470;
8364,Apartamento;Ipanema;3;1;1;156;4000;1500;252
8365,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;700;975;130
8366,Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;700;666;106
8367,Apartamento;Tijuca;2;1;1;103;2600;550;150
8368,Galpão/Depósito/Armazém;Campo Grande;0;0;0;400;5000;;
8369,Flat;Copacabana;1;1;1;55;2300;1500;130
8370,Loja/Salão;Campo Grande;0;1;0;27;1000;;
8371,Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1000;732;
8372,Apartamento;Tijuca;3;2;1;132;2800;1216;200
8373,Apartamento;Cachambi;1;1;0;45;700;210;
8374,Conjunto Comercial/Sala;Centro;0;0;0;231;1265;1563;9872
8375,Apartamento;Leblon;3;1;1;142;9000;1536;569
8376,Apartamento;Copacabana;2;0;0;80;3000;580;120
8377,Conjunto Comercial/Sala;Centro;0;1;0;40;900700;1050;120
8378,Loja/Salão;Catete;0;0;0;21;1300;322;
8379,Apartamento;Lagoa;2;0;0;90;2100;1800;400
8380,Apartamento;Leblon;4;2;1;260;15000;6500;1100
8381,Conjunto Comercial/Sala;Centro;0;0;0;53;1500;900;
8382,Casa de Condomínio;Recreio dos Bandeirantes;5;3;5;350;6000;495;296
8383,Apartamento;São Conrado;4;2;1;149;5500;1760;3900
8384,Apartamento;Recreio dos Bandeirantes;3;2;1;110;1800;577;157
